uwi,tvd_ss,interval velocity,average velocity,twt picked,vp
NO 15/6-8 S,2455.86,2784.3137254900857,,,3245.967673229031
NO 15/6-8 S,2456.0,2784.3137254900857,,,3233.382767597431
NO 15/6-8 S,2456.15,2784.3137254900857,,,3226.457971574144
NO 15/6-8 S,2456.29,2784.3137254900857,,,3215.6973294519894
NO 15/6-8 S,2456.44,2784.3137254900857,,,3210.344894050719
NO 15/6-8 S,2456.58,2784.3137254900857,,,3226.6229421148296
NO 15/6-8 S,2456.72,2784.3137254900857,,,3264.253881843648
NO 15/6-8 S,2456.87,2784.3137254900857,,,3299.8194518077503
NO 15/6-8 S,2457.01,2784.3137254900857,,,3310.1143868235727
NO 15/6-8 S,2457.16,2784.3137254900857,,,3297.6820151693373
NO 15/6-8 S,2457.3,2784.3137254900857,,,3277.3812949268977
NO 15/6-8 S,2457.44,2784.3137254900857,,,3251.749415581257
NO 15/6-8 S,2457.59,2784.3137254900857,,,3213.550555855684
NO 15/6-8 S,2457.73,2784.3137254900857,,,3162.327958932067
NO 15/6-8 S,2457.88,2784.3137254900857,,,3111.762820784412
NO 15/6-8 S,2458.02,2784.3137254900857,,,3079.0376229506296
NO 15/6-8 S,2458.17,2784.3137254900857,,,3070.1709323710243
NO 15/6-8 S,2458.31,2784.3137254900857,,,3077.910518839983
NO 15/6-8 S,2458.45,2784.3137254900857,,,3091.133992849623
NO 15/6-8 S,2458.6,2784.3137254900857,,,3102.693979195867
NO 15/6-8 S,2458.74,2784.3137254900857,,,3110.0339818148727
NO 15/6-8 S,2458.89,2784.3137254900857,,,3114.5297821290364
NO 15/6-8 S,2459.03,2784.3137254900857,,,3120.6346437132115
NO 15/6-8 S,2459.17,2784.3137254900857,,,3131.2888386914706
NO 15/6-8 S,2459.32,2784.3137254900857,,,3142.511018893213
NO 15/6-8 S,2459.46,2784.3137254900857,,,3145.8796407917384
NO 15/6-8 S,2459.61,2784.3137254900857,,,3136.138668363419
NO 15/6-8 S,2459.75,2784.3137254900857,,,3113.805292774317
NO 15/6-8 S,2459.9,2784.3137254900857,,,3082.735336956221
NO 15/6-8 S,2460.04,2784.3137254900857,,,3047.45450564349
NO 15/6-8 S,2460.18,2784.3137254900857,,,3012.4530539632337
NO 15/6-8 S,2460.33,2784.3137254900857,,,2984.592335825389
NO 15/6-8 S,2460.47,2784.3137254900857,,,2973.5657033146285
NO 15/6-8 S,2460.62,2784.3137254900857,,,2984.0985144123733
NO 15/6-8 S,2460.76,2784.3137254900857,,,3010.3317191976794
NO 15/6-8 S,2460.9,2784.3137254900857,,,3042.371612516844
NO 15/6-8 S,2461.05,2784.3137254900857,,,3074.5890460704168
NO 15/6-8 S,2461.19,2784.3137254900857,,,3105.7596761532272
NO 15/6-8 S,2461.34,2784.3137254900857,,,3134.4490449956947
NO 15/6-8 S,2461.48,2784.3137254900857,,,3155.947936799037
NO 15/6-8 S,2461.63,2784.3137254900857,,,3165.339121223765
NO 15/6-8 S,2461.77,2784.3137254900857,,,3164.9798715379534
NO 15/6-8 S,2461.91,2784.3137254900857,,,3163.8310173771965
NO 15/6-8 S,2462.06,2784.3137254900857,,,3166.2699999345555
NO 15/6-8 S,2462.2,2784.3137254900857,,,3170.6555413551064
NO 15/6-8 S,2462.35,2784.3137254900857,,,3180.930115236708
NO 15/6-8 S,2462.49,2784.3137254900857,,,3207.707928511052
NO 15/6-8 S,2462.64,2784.3137254900857,,,3254.160157634593
NO 15/6-8 S,2462.78,2784.3137254900857,,,3305.8833660920923
NO 15/6-8 S,2462.92,2784.3137254900857,,,3339.724976716157
NO 15/6-8 S,2463.07,2784.3137254900857,,,3347.8560870020806
NO 15/6-8 S,2463.21,2784.3137254900857,,,3349.8315467748257
NO 15/6-8 S,2463.36,2784.3137254900857,,,3370.0936693652848
NO 15/6-8 S,2463.5,2784.3137254900857,,,3406.555652591229
NO 15/6-8 S,2463.64,2784.3137254900857,,,3431.6290138828986
NO 15/6-8 S,2463.79,2784.3137254900857,,,3427.28609990359
NO 15/6-8 S,2463.93,2784.3137254900857,,,3410.637002479762
NO 15/6-8 S,2464.08,2784.3137254900857,,,3415.728826095361
NO 15/6-8 S,2464.22,2784.3137254900857,,,3457.57107673732
NO 15/6-8 S,2464.37,2784.3137254900857,,,3518.1878654607103
NO 15/6-8 S,2464.51,2784.3137254900857,,,3565.2642202341376
NO 15/6-8 S,2464.65,2784.3137254900857,,,3582.507209678224
NO 15/6-8 S,2464.8,2784.3137254900857,,,3575.978575101592
NO 15/6-8 S,2464.94,2784.3137254900857,,,3554.651602158915
NO 15/6-8 S,2465.09,2784.3137254900857,,,3518.741454237659
NO 15/6-8 S,2465.23,2784.3137254900857,,,3468.5427750527115
NO 15/6-8 S,2465.37,2784.3137254900857,,,3412.8875021358544
NO 15/6-8 S,2465.52,2784.3137254900857,,,3363.044270042305
NO 15/6-8 S,2465.66,2784.3137254900857,,,3324.9884994451263
NO 15/6-8 S,2465.81,2784.3137254900857,,,3300.953735205678
NO 15/6-8 S,2465.95,2784.3137254900857,,,3292.7711034704703
NO 15/6-8 S,2466.1,2784.3137254900857,,,3302.3030963858632
NO 15/6-8 S,2466.24,2784.3137254900857,,,3325.099856632341
NO 15/6-8 S,2466.38,2784.3137254900857,,,3340.9685279230107
NO 15/6-8 S,2466.53,2784.3137254900857,,,3323.686500467803
NO 15/6-8 S,2466.67,2784.3137254900857,,,3268.2328092616226
NO 15/6-8 S,2466.71,2784.3137254900857,2116.620902694354,2330.8,
NO 15/6-8 S,2466.82,2596.0784313725526,,,3196.5058248138625
NO 15/6-8 S,2466.96,2596.0784313725526,,,3132.192069963799
NO 15/6-8 S,2467.1,2596.0784313725526,,,3084.8001230681416
NO 15/6-8 S,2467.25,2596.0784313725526,,,3052.8356917357096
NO 15/6-8 S,2467.39,2596.0784313725526,,,3028.9750079749097
NO 15/6-8 S,2467.54,2596.0784313725526,,,3005.579254403352
NO 15/6-8 S,2467.68,2596.0784313725526,,,2978.4036420951625
NO 15/6-8 S,2467.83,2596.0784313725526,,,2950.3093565847657
NO 15/6-8 S,2467.97,2596.0784313725526,,,2932.5795346742893
NO 15/6-8 S,2468.11,2596.0784313725526,,,2936.92547840666
NO 15/6-8 S,2468.26,2596.0784313725526,,,2963.3028771648733
NO 15/6-8 S,2468.4,2596.0784313725526,,,2998.5715466254264
NO 15/6-8 S,2468.55,2596.0784313725526,,,3033.671967298449
NO 15/6-8 S,2468.69,2596.0784313725526,,,3076.283349111733
NO 15/6-8 S,2468.83,2596.0784313725526,,,3140.596402141829
NO 15/6-8 S,2468.98,2596.0784313725526,,,3225.974428437345
NO 15/6-8 S,2469.12,2596.0784313725526,,,3306.997424274316
NO 15/6-8 S,2469.27,2596.0784313725526,,,3352.0780629475835
NO 15/6-8 S,2469.41,2596.0784313725526,,,3356.4093819570758
NO 15/6-8 S,2469.56,2596.0784313725526,,,3344.4441737873262
NO 15/6-8 S,2469.7,2596.0784313725526,,,3338.0754155345358
NO 15/6-8 S,2469.84,2596.0784313725526,,,3339.433350311708
NO 15/6-8 S,2469.99,2596.0784313725526,,,3343.31684892387
NO 15/6-8 S,2470.13,2596.0784313725526,,,3350.706880425936
NO 15/6-8 S,2470.28,2596.0784313725526,,,3365.933637437928
NO 15/6-8 S,2470.42,2596.0784313725526,,,3387.053919831501
NO 15/6-8 S,2470.57,2596.0784313725526,,,3403.2636270952044
NO 15/6-8 S,2470.71,2596.0784313725526,,,3403.0356462401537
NO 15/6-8 S,2470.85,2596.0784313725526,,,3384.765180805094
NO 15/6-8 S,2471.0,2596.0784313725526,,,3355.3094359271304
NO 15/6-8 S,2471.14,2596.0784313725526,,,3319.716830768285
NO 15/6-8 S,2471.29,2596.0784313725526,,,3278.778814097544
NO 15/6-8 S,2471.43,2596.0784313725526,,,3236.698211023379
NO 15/6-8 S,2471.57,2596.0784313725526,,,3205.5542748295848
NO 15/6-8 S,2471.72,2596.0784313725526,,,3195.3105253717404
NO 15/6-8 S,2471.86,2596.0784313725526,,,3200.6680239403254
NO 15/6-8 S,2472.01,2596.0784313725526,,,3206.2762225900465
NO 15/6-8 S,2472.15,2596.0784313725526,,,3206.298145754022
NO 15/6-8 S,2472.3,2596.0784313725526,,,3207.5870799907816
NO 15/6-8 S,2472.44,2596.0784313725526,,,3210.312433546375
NO 15/6-8 S,2472.58,2596.0784313725526,,,3197.101630175689
NO 15/6-8 S,2472.73,2596.0784313725526,,,3150.1407951707765
NO 15/6-8 S,2472.87,2596.0784313725526,,,3075.651956479929
NO 15/6-8 S,2473.02,2596.0784313725526,,,2999.5276334435525
NO 15/6-8 S,2473.16,2596.0784313725526,,,2939.7496004621817
NO 15/6-8 S,2473.3,2596.0784313725526,,,2897.7984147673637
NO 15/6-8 S,2473.45,2596.0784313725526,,,2874.5550946962194
NO 15/6-8 S,2473.59,2596.0784313725526,,,2877.1355510309268
NO 15/6-8 S,2473.74,2596.0784313725526,,,2906.9961516635594
NO 15/6-8 S,2473.88,2596.0784313725526,,,2948.228982986745
NO 15/6-8 S,2474.03,2596.0784313725526,,,2976.013216310662
NO 15/6-8 S,2474.17,2596.0784313725526,,,2981.281892527136
NO 15/6-8 S,2474.31,2596.0784313725526,,,2978.543347675554
NO 15/6-8 S,2474.46,2596.0784313725526,,,2982.6326234250178
NO 15/6-8 S,2474.6,2596.0784313725526,,,2988.501915366959
NO 15/6-8 S,2474.75,2596.0784313725526,,,2983.4588350219697
NO 15/6-8 S,2474.89,2596.0784313725526,,,2970.954243600703
NO 15/6-8 S,2475.03,2596.0784313725526,,,2970.5083487072734
NO 15/6-8 S,2475.18,2596.0784313725526,,,2996.2046108915183
NO 15/6-8 S,2475.32,2596.0784313725526,,,3042.377686036205
NO 15/6-8 S,2475.47,2596.0784313725526,,,3089.27393548769
NO 15/6-8 S,2475.61,2596.0784313725526,,,3119.366743989028
NO 15/6-8 S,2475.76,2596.0784313725526,,,3126.8728665607005
NO 15/6-8 S,2475.9,2596.0784313725526,,,3117.2720188018143
NO 15/6-8 S,2476.04,2596.0784313725526,,,3103.619657520459
NO 15/6-8 S,2476.19,2596.0784313725526,,,3099.576960624797
NO 15/6-8 S,2476.33,2596.0784313725526,,,3110.482755495849
NO 15/6-8 S,2476.48,2596.0784313725526,,,3131.3419176757066
NO 15/6-8 S,2476.62,2596.0784313725526,,,3154.520589456533
NO 15/6-8 S,2476.77,2596.0784313725526,,,3175.387661910392
NO 15/6-8 S,2476.91,2596.0784313725526,,,3191.95259322062
NO 15/6-8 S,2477.05,2596.0784313725526,,,3200.5984531070844
NO 15/6-8 S,2477.2,2596.0784313725526,,,3195.0864434411
NO 15/6-8 S,2477.34,2596.0784313725526,,,3172.1041332683376
NO 15/6-8 S,2477.49,2596.0784313725526,,,3137.1473758348875
NO 15/6-8 S,2477.63,2596.0784313725526,,,3103.223096287677
NO 15/6-8 S,2477.77,2596.0784313725526,,,3081.066311764488
NO 15/6-8 S,2477.92,2596.0784313725526,,,3074.054765980017
NO 15/6-8 S,2478.06,2596.0784313725526,,,3080.21629020084
NO 15/6-8 S,2478.21,2596.0784313725526,,,3097.3658163814885
NO 15/6-8 S,2478.35,2596.0784313725526,,,3124.7151952296017
NO 15/6-8 S,2478.5,2596.0784313725526,,,3160.385521411249
NO 15/6-8 S,2478.64,2596.0784313725526,,,3198.4855464761567
NO 15/6-8 S,2478.78,2596.0784313725526,,,3228.861102933613
NO 15/6-8 S,2478.93,2596.0784313725526,,,3245.169350354999
NO 15/6-8 S,2479.07,2596.0784313725526,,,3248.834155650067
NO 15/6-8 S,2479.22,2596.0784313725526,,,3245.2657503191763
NO 15/6-8 S,2479.36,2596.0784313725526,,,3237.895444446829
NO 15/6-8 S,2479.5,2596.0784313725526,,,3224.90199916415
NO 15/6-8 S,2479.65,2596.0784313725526,,,3203.707555736156
NO 15/6-8 S,2479.79,2596.0784313725526,,,3178.5381102339543
NO 15/6-8 S,2479.94,2596.0784313725526,,,3159.8039760452025
NO 15/6-8 S,2479.95,2596.0784313725526,2118.7099530115333,2341.0,
NO 15/6-8 S,2480.08,3378.571428571405,,,3153.731367065981
NO 15/6-8 S,2480.23,3378.571428571405,,,3158.691936754863
NO 15/6-8 S,2480.37,3378.571428571405,,,3169.79394363445
NO 15/6-8 S,2480.51,3378.571428571405,,,3183.6788411743264
NO 15/6-8 S,2480.66,3378.571428571405,,,3199.717148363368
NO 15/6-8 S,2480.8,3378.571428571405,,,3216.72053020166
NO 15/6-8 S,2480.95,3378.571428571405,,,3230.342154491962
NO 15/6-8 S,2481.09,3378.571428571405,,,3235.7735574241
NO 15/6-8 S,2481.24,3378.571428571405,,,3233.0919263075675
NO 15/6-8 S,2481.38,3378.571428571405,,,3227.529727317153
NO 15/6-8 S,2481.52,3378.571428571405,,,3224.910870573577
NO 15/6-8 S,2481.67,3378.571428571405,,,3227.3889269429483
NO 15/6-8 S,2481.81,3378.571428571405,,,3233.034313016273
NO 15/6-8 S,2481.96,3378.571428571405,,,3238.5552983317198
NO 15/6-8 S,2482.1,3378.571428571405,,,3241.211192131939
NO 15/6-8 S,2482.24,3378.571428571405,,,3239.193734073034
NO 15/6-8 S,2482.39,3378.571428571405,,,3232.211832885741
NO 15/6-8 S,2482.53,3378.571428571405,,,3221.773097750689
NO 15/6-8 S,2482.68,3378.571428571405,,,3208.8544168649305
NO 15/6-8 S,2482.82,3378.571428571405,,,3192.931971588353
NO 15/6-8 S,2482.97,3378.571428571405,,,3174.351241964924
NO 15/6-8 S,2483.11,3378.571428571405,,,3155.215157620492
NO 15/6-8 S,2483.25,3378.571428571405,,,3138.2678820521965
NO 15/6-8 S,2483.4,3378.571428571405,,,3125.254093513796
NO 15/6-8 S,2483.54,3378.571428571405,,,3115.440564998639
NO 15/6-8 S,2483.69,3378.571428571405,,,3106.3721497022707
NO 15/6-8 S,2483.83,3378.571428571405,,,3097.0935788653846
NO 15/6-8 S,2483.97,3378.571428571405,,,3089.40388188463
NO 15/6-8 S,2484.12,3378.571428571405,,,3086.322246064939
NO 15/6-8 S,2484.26,3378.571428571405,,,3090.1678119280077
NO 15/6-8 S,2484.41,3378.571428571405,,,3099.441744578952
NO 15/6-8 S,2484.55,3378.571428571405,,,3108.7394846733946
NO 15/6-8 S,2484.7,3378.571428571405,,,3114.223336403963
NO 15/6-8 S,2484.84,3378.571428571405,,,3118.1384713326142
NO 15/6-8 S,2484.98,3378.571428571405,,,3126.689391926617
NO 15/6-8 S,2485.13,3378.571428571405,,,3142.678533371318
NO 15/6-8 S,2485.27,3378.571428571405,,,3161.701750698988
NO 15/6-8 S,2485.42,3378.571428571405,,,3177.7851963168555
NO 15/6-8 S,2485.56,3378.571428571405,,,3191.571570468916
NO 15/6-8 S,2485.7,3378.571428571405,,,3209.745494983193
NO 15/6-8 S,2485.85,3378.571428571405,,,3238.001044276584
NO 15/6-8 S,2485.99,3378.571428571405,,,3277.733735321711
NO 15/6-8 S,2486.14,3378.571428571405,,,3328.143118889396
NO 15/6-8 S,2486.28,3378.571428571405,,,3387.629506253
NO 15/6-8 S,2486.43,3378.571428571405,,,3447.7173125179293
NO 15/6-8 S,2486.57,3378.571428571405,,,3489.1300092425317
NO 15/6-8 S,2486.71,3378.571428571405,,,3494.5596424909563
NO 15/6-8 S,2486.86,3378.571428571405,,,3467.3326190112443
NO 15/6-8 S,2487.0,3378.571428571405,,,3428.864945581956
NO 15/6-8 S,2487.15,3378.571428571405,,,3393.330035746862
NO 15/6-8 S,2487.29,3378.571428571405,,,3350.2487185958157
NO 15/6-8 S,2487.44,3378.571428571405,,,3278.655019983338
NO 15/6-8 S,2487.58,3378.571428571405,,,3180.9158407730374
NO 15/6-8 S,2487.72,3378.571428571405,,,3088.154657378968
NO 15/6-8 S,2487.87,3378.571428571405,,,3029.827097071764
NO 15/6-8 S,2488.01,3378.571428571405,,,3008.0144637335898
NO 15/6-8 S,2488.16,3378.571428571405,,,3000.708828857211
NO 15/6-8 S,2488.3,3378.571428571405,,,2993.285730138793
NO 15/6-8 S,2488.44,3378.571428571405,,,3002.029915897856
NO 15/6-8 S,2488.59,3378.571428571405,,,3058.871842301909
NO 15/6-8 S,2488.73,3378.571428571405,,,3179.3683195974468
NO 15/6-8 S,2488.88,3378.571428571405,,,3344.0328487594224
NO 15/6-8 S,2489.02,3378.571428571405,,,3502.5726327038933
NO 15/6-8 S,2489.17,3378.571428571405,,,3605.544020758849
NO 15/6-8 S,2489.31,3378.571428571405,,,3635.1883368655567
NO 15/6-8 S,2489.45,3378.571428571405,,,3594.9869746592344
NO 15/6-8 S,2489.6,3378.571428571405,,,3492.2605982604464
NO 15/6-8 S,2489.74,3378.571428571405,,,3345.718418937293
NO 15/6-8 S,2489.89,3378.571428571405,,,3187.6253205796247
NO 15/6-8 S,2490.03,3378.571428571405,,,3048.8646580170143
NO 15/6-8 S,2490.17,3378.571428571405,,,2944.3614222965825
NO 15/6-8 S,2490.32,3378.571428571405,,,2874.1864487012413
NO 15/6-8 S,2490.46,3378.571428571405,,,2838.646948873622
NO 15/6-8 S,2490.61,3378.571428571405,,,2845.802860928192
NO 15/6-8 S,2490.75,3378.571428571405,,,2900.059276145966
NO 15/6-8 S,2490.9,3378.571428571405,,,2989.2962012008184
NO 15/6-8 S,2491.04,3378.571428571405,,,3087.6944738474413
NO 15/6-8 S,2491.18,3378.571428571405,,,3175.599725239777
NO 15/6-8 S,2491.33,3378.571428571405,,,3254.4940687165927
NO 15/6-8 S,2491.47,3378.571428571405,,,3331.3856531384863
NO 15/6-8 S,2491.62,3378.571428571405,,,3397.378222716423
NO 15/6-8 S,2491.76,3378.571428571405,,,3433.817947038766
NO 15/6-8 S,2491.91,3378.571428571405,,,3435.165477939375
NO 15/6-8 S,2492.05,3378.571428571405,,,3414.524634988661
NO 15/6-8 S,2492.19,3378.571428571405,,,3389.043515852451
NO 15/6-8 S,2492.34,3378.571428571405,,,3369.400361702033
NO 15/6-8 S,2492.48,3378.571428571405,,,3364.8278125539214
NO 15/6-8 S,2492.63,3378.571428571405,,,3393.1082942572984
NO 15/6-8 S,2492.77,3378.571428571405,,,3468.456335514433
NO 15/6-8 S,2492.91,3378.571428571405,,,3579.1737181555704
NO 15/6-8 S,2493.06,3378.571428571405,,,3691.0311454972266
NO 15/6-8 S,2493.2,3378.571428571405,,,3774.849077248794
NO 15/6-8 S,2493.35,3378.571428571405,,,3818.2593723047166
NO 15/6-8 S,2493.49,3378.571428571405,,,3806.371576294897
NO 15/6-8 S,2493.64,3378.571428571405,,,3715.969708994951
NO 15/6-8 S,2493.78,3378.571428571405,,,3550.3926282293955
NO 15/6-8 S,2493.92,3378.571428571405,,,3361.165503987911
NO 15/6-8 S,2494.07,3378.571428571405,,,3210.947561370657
NO 15/6-8 S,2494.14,3378.571428571405,2123.214437728782,2349.4,
NO 15/6-8 S,2494.21,3785.714285714286,,,3126.185588961365
NO 15/6-8 S,2494.36,3785.714285714286,,,3091.668268457833
NO 15/6-8 S,2494.5,3785.714285714286,,,3077.9027485732136
NO 15/6-8 S,2494.64,3785.714285714286,,,3068.5815904434226
NO 15/6-8 S,2494.79,3785.714285714286,,,3069.1943213863333
NO 15/6-8 S,2494.93,3785.714285714286,,,3093.571714280234
NO 15/6-8 S,2495.08,3785.714285714286,,,3140.806432965113
NO 15/6-8 S,2495.22,3785.714285714286,,,3185.451266514731
NO 15/6-8 S,2495.37,3785.714285714286,,,3197.2548923349595
NO 15/6-8 S,2495.51,3785.714285714286,,,3176.693574762045
NO 15/6-8 S,2495.65,3785.714285714286,,,3159.3025445756552
NO 15/6-8 S,2495.8,3785.714285714286,,,3185.324099934319
NO 15/6-8 S,2495.94,3785.714285714286,,,3271.3455565886434
NO 15/6-8 S,2496.09,3785.714285714286,,,3398.8811124243493
NO 15/6-8 S,2496.23,3785.714285714286,,,3530.5908086952613
NO 15/6-8 S,2496.37,3785.714285714286,,,3647.253616829921
NO 15/6-8 S,2496.52,3785.714285714286,,,3759.3980325570287
NO 15/6-8 S,2496.66,3785.714285714286,,,3874.253526168117
NO 15/6-8 S,2496.81,3785.714285714286,,,3966.2205015603336
NO 15/6-8 S,2496.95,3785.714285714286,,,3994.669056478304
NO 15/6-8 S,2497.1,3785.714285714286,,,3949.167681815249
NO 15/6-8 S,2497.24,3785.714285714286,,,3863.5189127996937
NO 15/6-8 S,2497.38,3785.714285714286,,,3773.9769185651808
NO 15/6-8 S,2497.53,3785.714285714286,,,3684.212243986231
NO 15/6-8 S,2497.67,3785.714285714286,,,3583.3440806224207
NO 15/6-8 S,2497.82,3785.714285714286,,,3475.983610417961
NO 15/6-8 S,2497.96,3785.714285714286,,,3383.7525038158806
NO 15/6-8 S,2498.11,3785.714285714286,,,3324.913419167297
NO 15/6-8 S,2498.25,3785.714285714286,,,3298.054894219326
NO 15/6-8 S,2498.39,3785.714285714286,,,3279.833735672518
NO 15/6-8 S,2498.54,3785.714285714286,,,3243.308813436322
NO 15/6-8 S,2498.68,3785.714285714286,,,3187.42998085346
NO 15/6-8 S,2498.83,3785.714285714286,,,3139.552813551249
NO 15/6-8 S,2498.97,3785.714285714286,,,3128.629795641351
NO 15/6-8 S,2499.11,3785.714285714286,,,3157.1849263064564
NO 15/6-8 S,2499.26,3785.714285714286,,,3193.781430927246
NO 15/6-8 S,2499.4,3785.714285714286,,,3199.6432523743806
NO 15/6-8 S,2499.55,3785.714285714286,,,3173.828989345806
NO 15/6-8 S,2499.69,3785.714285714286,,,3155.4490349947373
NO 15/6-8 S,2499.84,3785.714285714286,,,3175.205065327136
NO 15/6-8 S,2499.98,3785.714285714286,,,3225.44699901681
NO 15/6-8 S,2500.12,3785.714285714286,,,3272.208802134322
NO 15/6-8 S,2500.27,3785.714285714286,,,3293.660999293289
NO 15/6-8 S,2500.41,3785.714285714286,,,3309.093787078706
NO 15/6-8 S,2500.56,3785.714285714286,,,3358.761331136181
NO 15/6-8 S,2500.7,3785.714285714286,,,3458.7846321024235
NO 15/6-8 S,2500.84,3785.714285714286,,,3579.4586984721773
NO 15/6-8 S,2500.99,3785.714285714286,,,3665.203831869597
NO 15/6-8 S,2501.13,3785.714285714286,,,3680.6846653112857
NO 15/6-8 S,2501.28,3785.714285714286,,,3639.137925476472
NO 15/6-8 S,2501.42,3785.714285714286,,,3580.7084398754646
NO 15/6-8 S,2501.57,3785.714285714286,,,3529.4992256639985
NO 15/6-8 S,2501.71,3785.714285714286,,,3482.616226317953
NO 15/6-8 S,2501.85,3785.714285714286,,,3430.674211898834
NO 15/6-8 S,2502.0,3785.714285714286,,,3376.810133089305
NO 15/6-8 S,2502.14,3785.714285714286,,,3334.7450566616726
NO 15/6-8 S,2502.29,3785.714285714286,,,3312.022151430043
NO 15/6-8 S,2502.43,3785.714285714286,,,3297.3959010599483
NO 15/6-8 S,2502.57,3785.714285714286,,,3271.41226803213
NO 15/6-8 S,2502.72,3785.714285714286,,,3233.062776469031
NO 15/6-8 S,2502.86,3785.714285714286,,,3202.2272709364784
NO 15/6-8 S,2503.01,3785.714285714286,,,3193.784442811926
NO 15/6-8 S,2503.15,3785.714285714286,,,3202.183536175061
NO 15/6-8 S,2503.3,3785.714285714286,,,3210.906970607244
NO 15/6-8 S,2503.44,3785.714285714286,,,3212.5476546346845
NO 15/6-8 S,2503.58,3785.714285714286,,,3218.476589859328
NO 15/6-8 S,2503.73,3785.714285714286,,,3242.9378591183954
NO 15/6-8 S,2503.87,3785.714285714286,,,3281.107955233545
NO 15/6-8 S,2504.02,3785.714285714286,,,3310.4059483042315
NO 15/6-8 S,2504.16,3785.714285714286,,,3312.4911563658843
NO 15/6-8 S,2504.31,3785.714285714286,,,3293.432519534226
NO 15/6-8 S,2504.45,3785.714285714286,,,3277.020474497083
NO 15/6-8 S,2504.59,3785.714285714286,,,3275.693099797623
NO 15/6-8 S,2504.74,3785.714285714286,,,3279.3241837893365
NO 15/6-8 S,2504.88,3785.714285714286,,,3273.937012373505
NO 15/6-8 S,2505.03,3785.714285714286,,,3258.346466137249
NO 15/6-8 S,2505.17,3785.714285714286,,,3239.3565668601923
NO 15/6-8 S,2505.31,3785.714285714286,,,3222.101076295929
NO 15/6-8 S,2505.46,3785.714285714286,,,3206.425980634576
NO 15/6-8 S,2505.6,3785.714285714286,,,3191.832594663545
NO 15/6-8 S,2505.75,3785.714285714286,,,3186.083255240496
NO 15/6-8 S,2505.89,3785.714285714286,,,3196.311071117607
NO 15/6-8 S,2506.04,3785.714285714286,,,3216.6315894117524
NO 15/6-8 S,2506.18,3785.714285714286,,,3236.076906514325
NO 15/6-8 S,2506.32,3785.714285714286,,,3253.3393959868013
NO 15/6-8 S,2506.47,3785.714285714286,,,3278.1186868252325
NO 15/6-8 S,2506.61,3785.714285714286,,,3318.652000141108
NO 15/6-8 S,2506.76,3785.714285714286,,,3365.851493066545
NO 15/6-8 S,2506.9,3785.714285714286,,,3392.181600130346
NO 15/6-8 S,2507.04,3785.714285714286,,,3381.526370857811
NO 15/6-8 S,2507.19,3785.714285714286,,,3351.975950232395
NO 15/6-8 S,2507.33,3785.714285714286,,,3332.690777139097
NO 15/6-8 S,2507.39,3785.714285714286,2128.153114921066,2356.4,
NO 15/6-8 S,2507.48,3019.148936170195,,,3330.972437405203
NO 15/6-8 S,2507.62,3019.148936170195,,,3329.4868002452117
NO 15/6-8 S,2507.77,3019.148936170195,,,3309.1659989707714
NO 15/6-8 S,2507.91,3019.148936170195,,,3276.952829511154
NO 15/6-8 S,2508.05,3019.148936170195,,,3265.687110532259
NO 15/6-8 S,2508.2,3019.148936170195,,,3295.335349023368
NO 15/6-8 S,2508.34,3019.148936170195,,,3342.929999177429
NO 15/6-8 S,2508.49,3019.148936170195,,,3359.7216986435456
NO 15/6-8 S,2508.63,3019.148936170195,,,3323.195841556826
NO 15/6-8 S,2508.78,3019.148936170195,,,3258.671830364321
NO 15/6-8 S,2508.92,3019.148936170195,,,3201.923170861995
NO 15/6-8 S,2509.06,3019.148936170195,,,3158.6605123911104
NO 15/6-8 S,2509.21,3019.148936170195,,,3110.0815825009345
NO 15/6-8 S,2509.35,3019.148936170195,,,3050.514539134609
NO 15/6-8 S,2509.5,3019.148936170195,,,2998.477151368006
NO 15/6-8 S,2509.64,3019.148936170195,,,2972.8406428670355
NO 15/6-8 S,2509.78,3019.148936170195,,,2974.772988124332
NO 15/6-8 S,2509.93,3019.148936170195,,,2992.277802757058
NO 15/6-8 S,2510.07,3019.148936170195,,,3014.8576696376736
NO 15/6-8 S,2510.22,3019.148936170195,,,3040.171558237538
NO 15/6-8 S,2510.36,3019.148936170195,,,3065.831797483705
NO 15/6-8 S,2510.51,3019.148936170195,,,3085.269437754183
NO 15/6-8 S,2510.65,3019.148936170195,,,3096.4533012580864
NO 15/6-8 S,2510.79,3019.148936170195,,,3102.9747836469155
NO 15/6-8 S,2510.94,3019.148936170195,,,3107.998354229218
NO 15/6-8 S,2511.08,3019.148936170195,,,3113.7022307715097
NO 15/6-8 S,2511.23,3019.148936170195,,,3125.504061873496
NO 15/6-8 S,2511.37,3019.148936170195,,,3148.1798036209234
NO 15/6-8 S,2511.51,3019.148936170195,,,3175.2722134407977
NO 15/6-8 S,2511.66,3019.148936170195,,,3190.167919219254
NO 15/6-8 S,2511.8,3019.148936170195,,,3185.6893150224487
NO 15/6-8 S,2511.95,3019.148936170195,,,3177.6911071563736
NO 15/6-8 S,2512.09,3019.148936170195,,,3185.3384139899063
NO 15/6-8 S,2512.24,3019.148936170195,,,3205.949097143518
NO 15/6-8 S,2512.38,3019.148936170195,,,3217.949910413669
NO 15/6-8 S,2512.52,3019.148936170195,,,3210.56706324754
NO 15/6-8 S,2512.67,3019.148936170195,,,3199.5757412954063
NO 15/6-8 S,2512.81,3019.148936170195,,,3201.1443460890746
