unique_wellbore_identifier;md;tvd;tvd_ss;time;calc_tvd;calc_tvd_ss;source_file
NO 10/4-1;2309.56;2309.44;2278.44;1778.51;2309.44;2309.44;G:\Sub_Appl_Data\WellDB\NO\wells\0010\NO 10-4-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2015-07-07_1.ASC
NO 10/4-1;2324.68;2324.56;2293.55;1787.34;2324.56;2324.56;G:\Sub_Appl_Data\WellDB\NO\wells\0010\NO 10-4-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2015-07-07_1.ASC
NO 10/4-1;2339.8;2339.68;2308.67;1796.13;2339.68;2339.68;G:\Sub_Appl_Data\WellDB\NO\wells\0010\NO 10-4-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2015-07-07_1.ASC
NO 10/4-1;2354.63;2354.5;2323.51;1804.02;2354.5;2354.5;G:\Sub_Appl_Data\WellDB\NO\wells\0010\NO 10-4-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2015-07-07_1.ASC
NO 10/4-1;2369.75;2369.62;2338.63;1812.2;2369.62;2369.62;G:\Sub_Appl_Data\WellDB\NO\wells\0010\NO 10-4-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_2015-07-07_1.ASC
NO 16/2-15;1148.44;1148.37;1126.37;1199.22;1148.37;1148.37;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1163.56;1163.49;1141.49;1213.02;1163.49;1163.49;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1178.68;1178.61;1156.61;1228.0;1178.61;1178.61;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1193.8;1193.73;1171.73;1243.38;1193.73;1193.73;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1208.92;1208.85;1186.85;1258.64;1208.85;1208.85;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1224.04;1223.97;1201.97;1274.08;1223.97;1223.97;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1239.16;1239.09;1217.09;1289.32;1239.09;1239.09;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1254.28;1254.21;1232.21;1304.4;1254.21;1254.21;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1269.31;1269.24;1247.23;1319.1;1269.24;1269.24;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1284.43;1284.36;1262.35;1333.54;1284.36;1284.36;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1299.55;1299.48;1277.47;1348.28;1299.48;1299.48;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1314.67;1314.6;1292.59;1363.02;1314.6;1314.6;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1329.81;1329.74;1307.74;1377.9;1329.74;1329.74;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1344.93;1344.86;1322.86;1392.66;1344.86;1344.86;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1360.05;1359.98;1337.98;1407.4;1359.98;1359.98;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1375.17;1375.1;1353.1;1422.44;1375.1;1375.1;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1390.31;1390.24;1368.23;1436.56;1390.24;1390.24;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1405.43;1405.36;1383.35;1450.86;1405.36;1405.36;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1420.55;1420.48;1398.47;1465.14;1420.48;1420.48;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1435.67;1435.6;1413.59;1480.04;1435.6;1435.6;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1450.81;1450.74;1428.74;1494.04;1450.74;1450.74;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1465.93;1465.86;1443.86;1507.76;1465.86;1465.86;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1481.05;1480.98;1458.98;1522.78;1480.98;1480.98;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1496.17;1496.1;1474.1;1538.48;1496.1;1496.1;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1511.32;1511.25;1489.24;1553.72;1511.25;1511.25;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1526.44;1526.37;1504.36;1568.56;1526.37;1526.37;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1541.56;1541.49;1519.48;1580.44;1541.49;1541.49;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1556.68;1556.61;1534.6;1589.0;1556.61;1556.61;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1571.71;1571.64;1549.64;1597.04;1571.64;1571.64;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1586.83;1586.76;1564.76;1604.92;1586.76;1586.76;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1601.95;1601.88;1579.88;1612.92;1601.88;1601.88;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1617.07;1617.0;1595.0;1620.82;1617.0;1617.0;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1632.19;1632.12;1610.11;1628.54;1632.12;1632.12;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1647.31;1647.24;1625.23;1636.6;1647.24;1647.24;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1662.43;1662.36;1640.35;1644.58;1662.36;1662.36;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1677.55;1677.48;1655.47;1653.16;1677.48;1677.48;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1692.78;1692.71;1670.71;1661.74;1692.71;1692.71;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1707.9;1707.82;1685.83;1669.92;1707.82;1707.82;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1723.02;1722.94;1700.94;1678.3;1722.94;1722.94;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1738.14;1738.06;1716.06;1686.66;1738.06;1738.06;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1753.19;1753.11;1731.11;1696.08;1753.11;1753.11;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1768.31;1768.23;1746.23;1706.2;1768.23;1768.23;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1783.43;1783.35;1761.35;1715.98;1783.35;1783.35;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1798.55;1798.47;1776.47;1725.74;1798.47;1798.47;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1813.78;1813.7;1791.7;1737.14;1813.7;1813.7;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1828.9;1828.82;1806.82;1748.84;1828.82;1828.82;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1844.02;1843.94;1821.94;1760.22;1843.94;1843.94;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1859.14;1859.06;1837.06;1771.68;1859.06;1859.06;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1874.13;1874.05;1852.04;1782.94;1874.05;1874.05;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1889.25;1889.17;1867.16;1794.1;1889.17;1889.17;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1904.37;1904.28;1882.28;1803.86;1904.28;1904.28;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1919.49;1919.4;1897.4;1813.64;1919.4;1919.4;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1934.65;1934.56;1912.56;1823.4;1934.56;1934.56;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1949.77;1949.68;1927.68;1833.16;1949.68;1949.68;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1964.89;1964.8;1942.8;1842.66;1964.8;1964.8;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1980.01;1979.92;1957.92;1852.42;1979.92;1979.92;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\INTERNAL\VSP-enclosures\VSPZO_VELOCITY_LISTING_2013_01_01\TZV_TIME_CHECKSHOT.ASC
NO 16/2-15;1148.44;1148.37;1126.37;1199.22;1148.37;1148.37;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1163.56;1163.49;1141.49;1213.02;1163.49;1163.49;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1178.68;1178.61;1156.61;1228.0;1178.61;1178.61;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1193.8;1193.73;1171.73;1243.38;1193.73;1193.73;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1208.92;1208.85;1186.85;1258.64;1208.85;1208.85;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1224.04;1223.97;1201.97;1274.08;1223.97;1223.97;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1239.16;1239.09;1217.09;1289.32;1239.09;1239.09;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1254.28;1254.21;1232.21;1304.4;1254.21;1254.21;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1269.31;1269.24;1247.23;1319.1;1269.24;1269.24;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1284.43;1284.36;1262.35;1333.54;1284.36;1284.36;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1299.55;1299.48;1277.47;1348.28;1299.48;1299.48;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1314.67;1314.6;1292.59;1363.02;1314.6;1314.6;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1329.81;1329.74;1307.74;1377.9;1329.74;1329.74;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1344.93;1344.86;1322.86;1392.66;1344.86;1344.86;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1360.05;1359.98;1337.98;1407.4;1359.98;1359.98;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1375.17;1375.1;1353.1;1422.44;1375.1;1375.1;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1390.31;1390.24;1368.23;1436.56;1390.24;1390.24;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1405.43;1405.36;1383.35;1450.86;1405.36;1405.36;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1420.55;1420.48;1398.47;1465.14;1420.48;1420.48;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1435.67;1435.6;1413.59;1480.04;1435.6;1435.6;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1450.81;1450.74;1428.74;1494.04;1450.74;1450.74;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1465.93;1465.86;1443.86;1507.76;1465.86;1465.86;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1481.05;1480.98;1458.98;1522.78;1480.98;1480.98;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1496.17;1496.1;1474.1;1538.48;1496.1;1496.1;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1511.32;1511.25;1489.24;1553.72;1511.25;1511.25;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1526.44;1526.37;1504.36;1568.56;1526.37;1526.37;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1541.56;1541.49;1519.48;1580.44;1541.49;1541.49;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1556.68;1556.61;1534.6;1589.0;1556.61;1556.61;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1571.71;1571.64;1549.64;1597.04;1571.64;1571.64;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1586.83;1586.76;1564.76;1604.92;1586.76;1586.76;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1601.95;1601.88;1579.88;1612.92;1601.88;1601.88;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1617.07;1617.0;1595.0;1620.82;1617.0;1617.0;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1632.19;1632.12;1610.11;1628.54;1632.12;1632.12;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1647.31;1647.24;1625.23;1636.6;1647.24;1647.24;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1662.43;1662.36;1640.35;1644.58;1662.36;1662.36;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1677.55;1677.48;1655.47;1653.16;1677.48;1677.48;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1692.78;1692.71;1670.71;1661.74;1692.71;1692.71;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1707.9;1707.82;1685.83;1669.92;1707.82;1707.82;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1723.02;1722.94;1700.94;1678.3;1722.94;1722.94;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1738.14;1738.06;1716.06;1686.66;1738.06;1738.06;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1753.19;1753.11;1731.11;1696.08;1753.11;1753.11;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1768.31;1768.23;1746.23;1706.2;1768.23;1768.23;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1783.43;1783.35;1761.35;1715.98;1783.35;1783.35;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-15;1798.55;1798.47;1776.47;1725.74;1798.47;1798.47;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-15\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
