unique_wellbore_identifier;md;tvd;tvd_ss;time;calc_tvd;calc_tvd_ss;source_file
NO 16/2-14 T2;1880.42;1880.21;1858.23;1773.3;1880.21;1880.21;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-14 T2\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-14 T2;1895.54;1895.33;1873.35;1783.2;1895.33;1895.33;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-14 T2\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-14 T2;1910.66;1910.45;1888.47;1792.3;1910.45;1910.45;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-14 T2\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-14 T2;1925.77;1925.56;1903.57;1801.7;1925.56;1925.56;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-14 T2\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-14 T2;1940.89;1940.68;1918.69;1811.5;1940.68;1940.68;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-14 T2\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-14 T2;1956.01;1955.8;1933.81;1821.4;1955.8;1955.8;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-14 T2\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;22.0;22.0;0.0;0.0;22.0;22.0;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;465.1;465.1;443.1;588.0;465.1;465.1;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;480.2;480.2;458.2;601.6;480.2;480.2;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;495.4;495.4;473.4;615.4;495.4;495.4;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;510.4;510.4;488.4;628.8;510.4;510.4;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;525.5;525.5;503.5;642.8;525.5;525.5;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;540.7;540.7;518.7;658.4;540.7;540.7;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;555.8;555.8;533.8;674.4;555.8;555.8;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;571.3;571.3;549.3;689.2;571.3;571.3;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;586.5;586.5;564.5;705.2;586.5;586.5;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;601.6;601.6;579.6;721.2;601.6;601.6;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;616.7;616.7;594.7;736.0;616.7;616.7;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;631.9;631.9;609.9;751.4;631.9;631.9;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;647.1;647.1;625.1;765.8;647.1;647.1;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;662.2;662.2;640.2;781.4;662.2;662.2;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;677.3;677.29;655.3;795.8;677.29;677.29;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;692.9;692.89;670.9;811.0;692.89;692.89;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;708.0;707.99;686.0;825.4;707.99;707.99;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;723.2;723.19;701.2;840.4;723.19;723.19;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;738.3;738.29;716.3;855.8;738.29;738.29;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;752.8;752.79;730.8;870.8;752.79;752.79;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;767.9;767.89;745.9;886.0;767.89;767.89;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;783.0;782.99;761.0;901.0;782.99;782.99;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;798.1;798.09;776.1;916.0;798.09;798.09;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;813.7;813.69;791.7;929.2;813.69;813.69;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;828.9;828.89;806.9;942.0;828.89;828.89;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;844.0;843.99;822.0;956.8;843.99;843.99;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;859.1;859.09;837.1;971.0;859.09;859.09;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;873.8;873.79;851.7;983.8;873.79;873.79;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;888.9;888.89;866.9;997.2;888.89;888.89;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;904.0;903.99;882.0;1010.2;903.99;903.99;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;919.1;919.09;897.1;1023.6;919.09;919.09;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;934.2;934.19;912.2;1036.4;934.19;934.19;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;949.3;949.29;927.3;1050.0;949.29;949.29;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;964.4;964.39;942.4;1063.2;964.39;964.39;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;979.5;979.49;957.5;1076.4;979.49;979.49;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;994.8;994.79;972.8;1090.0;994.79;994.79;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1025.0;1024.99;1003.0;1114.8;1024.99;1024.99;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1040.1;1040.09;1018.1;1127.0;1040.09;1040.09;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1055.2;1055.19;1033.1;1140.6;1055.19;1055.19;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1070.3;1070.29;1048.3;1152.6;1070.29;1070.29;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1085.4;1085.39;1063.4;1164.8;1085.39;1085.39;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1100.5;1100.49;1078.5;1176.8;1100.49;1100.49;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1115.6;1115.59;1093.6;1188.4;1115.59;1115.59;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1130.7;1130.68;1108.7;1200.0;1130.68;1130.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1145.8;1145.78;1123.8;1212.2;1145.78;1145.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1161.0;1160.98;1138.9;1224.4;1160.98;1160.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1176.9;1176.88;1154.9;1238.6;1176.88;1176.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1192.0;1191.98;1170.0;1250.6;1191.98;1191.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1207.1;1207.08;1185.1;1263.2;1207.08;1207.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1222.2;1222.18;1200.2;1276.0;1222.18;1222.18;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1236.6;1236.58;1214.5;1287.8;1236.58;1236.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1251.7;1251.68;1229.7;1300.6;1251.68;1251.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1266.8;1266.78;1244.8;1311.8;1266.78;1266.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1281.9;1281.88;1259.9;1325.2;1281.88;1281.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1297.4;1297.38;1275.4;1338.0;1297.38;1297.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1312.5;1312.48;1290.5;1351.0;1312.48;1312.48;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1327.6;1327.58;1305.6;1363.8;1327.58;1327.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1342.7;1342.68;1320.7;1377.0;1342.68;1342.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1357.8;1357.78;1335.8;1389.4;1357.78;1357.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1372.9;1372.88;1350.9;1403.8;1372.88;1372.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1388.0;1387.98;1366.0;1416.4;1387.98;1387.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1403.1;1403.08;1381.1;1430.0;1403.08;1403.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1418.1;1418.08;1396.1;1443.0;1418.08;1418.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1433.3;1433.28;1411.2;1456.8;1433.28;1433.28;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1448.4;1448.38;1426.4;1470.6;1448.38;1448.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1463.5;1463.48;1441.5;1484.2;1463.48;1463.48;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1478.6;1478.58;1456.6;1496.6;1478.58;1478.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1493.7;1493.68;1471.7;1512.6;1493.68;1493.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1508.8;1508.78;1486.8;1525.8;1508.78;1508.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1523.9;1523.88;1501.9;1539.6;1523.88;1523.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1539.0;1538.98;1517.0;1553.6;1538.98;1538.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1554.1;1554.08;1532.1;1569.2;1554.08;1554.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1569.2;1569.18;1547.2;1581.8;1569.18;1569.18;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1584.3;1584.28;1562.3;1596.4;1584.28;1584.28;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1599.6;1599.58;1577.5;1608.4;1599.58;1599.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1614.7;1614.68;1592.7;1622.4;1614.68;1614.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1629.8;1629.78;1607.8;1636.0;1629.78;1629.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1644.9;1644.88;1622.9;1650.0;1644.88;1644.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1660.0;1659.98;1638.0;1664.0;1659.98;1659.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1675.1;1675.08;1653.1;1679.6;1675.08;1675.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1690.3;1690.28;1668.2;1695.0;1690.28;1690.28;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1705.4;1705.38;1683.4;1711.0;1705.38;1705.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1720.6;1720.58;1698.5;1728.2;1720.58;1720.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1735.7;1735.68;1713.7;1744.8;1735.68;1735.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1750.8;1750.78;1728.8;1761.2;1750.78;1750.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1765.9;1765.88;1743.9;1776.2;1765.88;1765.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1781.0;1780.98;1758.9;1789.4;1780.98;1780.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1796.1;1796.08;1774.1;1805.4;1796.08;1796.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1811.2;1811.18;1789.2;1820.6;1811.18;1811.18;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1826.3;1826.28;1804.3;1835.6;1826.28;1826.28;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1841.3;1841.28;1819.3;1850.0;1841.28;1841.28;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1856.4;1856.38;1834.4;1864.2;1856.38;1856.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1871.6;1871.58;1849.5;1878.0;1871.58;1871.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1886.7;1886.68;1864.7;1892.2;1886.68;1886.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1901.9;1901.88;1879.8;1906.8;1901.88;1901.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1917.0;1916.98;1895.0;1921.4;1916.98;1916.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1932.1;1932.08;1910.1;1935.6;1932.08;1932.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1947.2;1947.18;1925.2;1950.0;1947.18;1947.18;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1962.4;1962.38;1940.4;1964.6;1962.38;1962.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1977.6;1977.58;1955.5;1979.0;1977.58;1977.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;1992.7;1992.68;1970.7;1993.4;1992.68;1992.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2007.8;2007.78;1985.8;2007.2;2007.78;2007.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2022.8;2022.78;2000.8;2020.4;2022.78;2022.78;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2038.0;2037.98;2015.9;2034.2;2037.98;2037.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2053.1;2053.08;2031.1;2047.8;2053.08;2053.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2068.2;2068.18;2046.2;2060.8;2068.18;2068.18;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2083.9;2083.88;2061.9;2074.8;2083.88;2083.88;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2099.0;2098.98;2077.0;2089.0;2098.98;2098.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2114.1;2114.08;2092.1;2102.2;2114.08;2114.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2129.3;2129.28;2107.2;2114.8;2129.28;2129.28;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2144.0;2143.98;2122.0;2126.6;2143.98;2143.98;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2159.1;2159.08;2137.1;2139.4;2159.08;2159.08;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2174.2;2174.18;2152.2;2152.2;2174.18;2174.18;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2189.4;2189.38;2167.3;2165.6;2189.38;2189.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2204.4;2204.38;2182.4;2178.0;2204.38;2204.38;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2219.5;2219.48;2197.5;2190.8;2219.48;2219.48;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2234.6;2234.58;2212.6;2203.8;2234.58;2234.58;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 6507/3-8;2249.7;2249.68;2227.7;2216.4;2249.68;2249.68;G:\Sub_Appl_Data\WellDB\NO\wells\6507\NO 6507-3-8\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
